scope,customer,love,like,dislike,rounds,player1_win_rate,appeal_tie_rate,price_tie_rate,top_winning_bartender,top_bartender_win_share,bias_above_equal_share,winner_bartender_counts
overall,Budget Tourist,Cheap,Fruity,Premium,40014,0.4959514170040486,0.24566401759384215,0.0946168840905683,Ace,0.1781876343279852,0.03533049147084236,Ace:7130|Mara:6852|Theo:4204|June:4522|Nico:5600|Sol:4861|Rae:6845
overall,Hop Scholar,Bitter,Beer,Sweet,40022,0.5019239418319924,0.24501524161711058,0.11406226575383539,Ace,0.20930987956623856,0.06645273670909571,Ace:8377|Mara:3927|Theo:7368|June:5546|Nico:6115|Sol:5218|Rae:3471
overall,Cocktail Minimalist,Clean,Gin,Creamy,39939,0.4988858008462906,0.2648789403840857,0.1680062094694409,Nico,0.19201782718645935,0.0491606843293165,Ace:4728|Mara:6793|Theo:5470|June:4006|Nico:7669|Sol:5741|Rae:5532
overall,Brunch Organizer,Fruity,Wine,Strong,39535,0.4989250031617554,0.24368281269760972,0.1019855823953459,Rae,0.20938409004679398,0.06652694718965113,Ace:4743|Mara:5834|Theo:3871|June:5044|Nico:6158|Sol:5607|Rae:8278
overall,Steakhouse Chef,Savory,Whiskey,Sweet,39597,0.5026138343813925,0.3501275349142612,0.10311387226305023,Rae,0.1766547970805869,0.03379765422344405,Ace:5921|Mara:4065|Theo:6505|June:6063|Nico:6000|Sol:4048|Rae:6995
overall,Dance Floor DJ,Vodka,Strong,Bitter,39761,0.5019994466939967,0.40210256281280654,0.16249591308065692,Mara,0.25462136264178464,0.1117642197846418,Ace:4634|Mara:10124|Theo:5168|June:4058|Nico:4999|Sol:5459|Rae:5319
overall,Island Local,Rum,Sweet,Savory,39970,0.5057543157368026,0.2939954966224668,0.10145108831623718,June,0.23289967475606704,0.0900425318989242,Ace:3560|Mara:5692|Theo:6786|June:9309|Nico:5679|Sol:5687|Rae:3257
overall,Desert Racer,Tequila,Spicy,Creamy,39629,0.5010724469454187,0.2868606323651871,0.18804410911201394,Sol,0.20908930328799616,0.06623216043085331,Ace:5367|Mara:5681|Theo:4980|June:4960|Nico:5365|Sol:8286|Rae:4990
overall,Bookshop Owner,Wine,Bitter,Strong,40004,0.5003249675032497,0.43433156684331564,0.15325967403259674,Rae,0.23752624737526248,0.09466910451811963,Ace:5198|Mara:3686|Theo:6318|June:3490|Nico:6451|Sol:5359|Rae:9502
overall,Food Truck Cook,Spicy,Savory,Premium,39555,0.49665023385159907,0.3850587789154342,0.1646820882315763,Mara,0.16609783845278725,0.0232406955956444,Ace:6355|Mara:6570|Theo:3946|June:5110|Nico:6343|Sol:5397|Rae:5834
overall,Pastry Chef,Creamy,Sweet,Sour,39786,0.49580254360830445,0.2449605388830242,0.12587342281204444,Theo,0.1829286683758106,0.040071525518667744,Ace:4545|Mara:6087|Theo:7278|June:6490|Nico:4653|Sol:6052|Rae:4681
overall,Rooftop Regular,Gin,Premium,Cheap,40218,0.502536177830822,0.2956884976876026,0.1524441792232334,Nico,0.22121935451787758,0.07836221166073473,Ace:5231|Mara:5519|Theo:4860|June:4825|Nico:8897|Sol:5760|Rae:5126
overall,Night Cab Driver,Bitter,Clean,Fruity,39401,0.5019923352199183,0.3937971117484328,0.1363417172152991,Theo,0.20720286287150072,0.06434572001435787,Ace:5907|Mara:4662|Theo:8164|June:5462|Nico:6946|Sol:5268|Rae:2992
overall,Festival Vendor,Beer,Fresh,Premium,39903,0.5003383204270355,0.3100769365711851,0.18652732877227277,Ace,0.20249104077387664,0.05963389791673379,Ace:8080|Mara:5644|Theo:5590|June:4745|Nico:5683|Sol:5379|Rae:4782
overall,Quiet Celebrant,Premium,Clean,Spicy,39943,0.49748391457827407,0.21708434519189845,0.1520917307162707,Mara,0.18190922063941117,0.039052077782268324,Ace:5299|Mara:7266|Theo:5253|June:4966|Nico:6377|Sol:5662|Rae:5120
random,College Regular,Beer,Cheap,Premium,20110,0.504027846842367,0.21198408751864745,0.0765788165091994,Ace,0.18508204873197415,0.0422249058748313,Ace:3722|Mara:2778|Theo:3015|June:2646|Nico:2700|Sol:2612|Rae:2637
random,Night Shift Nurse,Clean,Fresh,Strong,20121,0.5077779434421749,0.27240196809303713,0.11132647482729487,Mara,0.17668107946921127,0.03382393661206842,Ace:2330|Mara:3555|Theo:3293|June:2340|Nico:3111|Sol:2835|Rae:2657
random,Whiskey Collector,Whiskey,Premium,Cheap,20253,0.49795092085123194,0.3090406359551671,0.09855330074556856,Theo,0.24559324544511923,0.10273610258797639,Ace:2263|Mara:2680|Theo:4974|June:2603|Nico:2652|Sol:2668|Rae:2413
random,Garden Club Host,Gin,Fresh,Creamy,20302,0.5030538863166191,0.2509604965028076,0.0880208846419072,Nico,0.21569303516894886,0.07283589231180601,Ace:2492|Mara:3043|Theo:2991|June:2427|Nico:4379|Sol:2573|Rae:2397
random,Beach Traveler,Rum,Fruity,Bitter,20072,0.5022419290554005,0.28273216420884817,0.10153447588680749,June,0.20296931048226385,0.060112167625121005,Ace:2327|Mara:2675|Theo:2857|June:4074|Nico:2879|Sol:2615|Rae:2645
random,Agave Hunter,Tequila,Strong,Sweet,20049,0.5056611302309342,0.2664970821487356,0.09736146441219014,Sol,0.21028480223452542,0.06742765937738257,Ace:2184|Mara:2454|Theo:3394|June:2730|Nico:2490|Sol:4216|Rae:2581
random,Wine Critic,Wine,Savory,Cheap,20348,0.5018675054059367,0.21323963043050914,0.06703361509730686,Rae,0.19382740318458816,0.05097026032744531,Ace:2473|Mara:2591|Theo:2945|June:2905|Nico:2952|Sol:2538|Rae:3944
random,Dessert Date,Sweet,Creamy,Bitter,20172,0.4935058496926433,0.21792583779496333,0.11426730120959747,Theo,0.1779694626214555,0.035112319764312644,Ace:2163|Mara:3099|Theo:3590|June:3075|Nico:2824|Sol:3008|Rae:2413
random,Punk Drummer,Strong,Beer,Clean,19967,0.504382230680623,0.23283417639104523,0.1277608053287925,Theo,0.18064806931436872,0.03779092645722587,Ace:3244|Mara:2356|Theo:3607|June:2863|Nico:2438|Sol:2774|Rae:2685
random,Marathoner,Fresh,Clean,Creamy,20197,0.5057186710897658,0.2828142793484181,0.11457147101054613,Nico,0.16304401643808486,0.02018687358094201,Ace:2457|Mara:3221|Theo:3177|June:2643|Nico:3293|Sol:2803|Rae:2603
random,Spice Blogger,Spicy,Tequila,Sweet,19837,0.5022432827544487,0.22841155416645662,0.09008418611685234,Sol,0.17099359782225135,0.0281364549651085,Ace:2513|Mara:2963|Theo:2653|June:2763|Nico:2914|Sol:3392|Rae:2639
random,Citrus Fan,Sour,Vodka,Creamy,19954,0.4976445825398416,0.20632454645685075,0.08970632454645686,Mara,0.19820587350907087,0.055348730651928024,Ace:2075|Mara:3955|Theo:3135|June:2639|Nico:2764|Sol:3020|Rae:2366
random,Executive,Premium,Wine,Cheap,19997,0.4978746812021803,0.2434365154773216,0.10291543731559734,Theo,0.16252437865679853,0.01966723579965568,Ace:2569|Mara:2890|Theo:3250|June:2746|Nico:2879|Sol:2837|Rae:2826
random,Budget Tourist,Cheap,Fruity,Premium,20324,0.49788427474906516,0.20256839204880928,0.07469002164928164,Mara,0.15366069671324542,0.010803553856102571,Ace:2830|Mara:3123|Theo:2918|June:2673|Nico:2969|Sol:2847|Rae:2964
random,Hop Scholar,Bitter,Beer,Sweet,20171,0.500322244806901,0.22190273164444005,0.08289127955976401,Theo,0.1773337960438253,0.03447665318668244,Ace:3436|Mara:2574|Theo:3577|June:2654|Nico:3028|Sol:2687|Rae:2215
random,Cocktail Minimalist,Clean,Gin,Creamy,20150,0.4986600496277916,0.2391563275434243,0.09255583126550869,Nico,0.19032258064516128,0.04746543778801843,Ace:2083|Mara:3314|Theo:3253|June:2309|Nico:3835|Sol:2762|Rae:2594
random,Brunch Organizer,Fruity,Wine,Strong,19789,0.49694274596998333,0.21203699024710698,0.07190863611097074,Rae,0.18030218808428924,0.037445045227146395,Ace:2306|Mara:2907|Theo:2758|June:2656|Nico:2858|Sol:2736|Rae:3568
random,Steakhouse Chef,Savory,Whiskey,Sweet,20171,0.49957860294482176,0.3130236478112141,0.09657428982202171,Theo,0.17188042238857765,0.029023279531434798,Ace:2674|Mara:2399|Theo:3467|June:2891|Nico:3146|Sol:2301|Rae:3293
random,Dance Floor DJ,Vodka,Strong,Bitter,20158,0.5034725667228892,0.397856930251017,0.1141978370870126,Mara,0.24372457585077884,0.10086743299363599,Ace:2089|Mara:4913|Theo:3073|June:2306|Nico:2519|Sol:2707|Rae:2551
random,Island Local,Rum,Sweet,Savory,20362,0.5051075532855319,0.21952656909930263,0.07725174344366958,June,0.20675768588547294,0.06390054302833009,Ace:2078|Mara:2782|Theo:3315|June:4210|Nico:2915|Sol:2711|Rae:2351
random,Desert Racer,Tequila,Spicy,Creamy,19955,0.5030819343522926,0.26995740415935854,0.09942370333249811,Sol,0.21408168378852419,0.07122454093138134,Ace:2404|Mara:2805|Theo:2742|June:2542|Nico:2728|Sol:4272|Rae:2462
random,Bookshop Owner,Wine,Bitter,Strong,20124,0.4975154044921487,0.3851619956271119,0.11796859471278076,Rae,0.21640826873385013,0.07355112587670729,Ace:2351|Mara:2249|Theo:3276|June:2171|Nico:3093|Sol:2629|Rae:4355
random,Food Truck Cook,Spicy,Savory,Premium,19876,0.4970315958945462,0.3138458442342524,0.10007043670758704,Nico,0.16311128999798752,0.02025414714084467,Ace:2687|Mara:2988|Theo:2655|June:2756|Nico:3242|Sol:2767|Rae:2781
random,Pastry Chef,Creamy,Sweet,Sour,20077,0.49359964138068435,0.2134781092792748,0.11680031877272501,Theo,0.18105294615729442,0.03819580330015157,Ace:2252|Mara:3006|Theo:3635|June:3170|Nico:2713|Sol:2963|Rae:2338
random,Rooftop Regular,Gin,Premium,Cheap,20292,0.5016262566528681,0.31776069386950523,0.09289375123201261,Nico,0.22521190616991918,0.08235476331277633,Ace:2312|Mara:2688|Theo:2993|June:2553|Nico:4570|Sol:2808|Rae:2368
random,Night Cab Driver,Bitter,Clean,Fruity,19857,0.5014856221987208,0.41315405146799616,0.124087223649091,Theo,0.19479276829329709,0.05193562543615424,Ace:2773|Mara:2607|Theo:3868|June:2579|Nico:3525|Sol:2659|Rae:1846
random,Festival Vendor,Beer,Fresh,Premium,20027,0.4999251011134968,0.3046886702951016,0.1015628900983672,Ace,0.1896439806261547,0.04678683776901185,Ace:3798|Mara:2882|Theo:3048|June:2342|Nico:2978|Sol:2650|Rae:2329
random,Quiet Celebrant,Premium,Clean,Spicy,19876,0.4988428255182129,0.20165023143489635,0.10464882270074462,Theo,0.1605956932984504,0.017738550441307538,Ace:2466|Mara:3058|Theo:3192|June:2696|Nico:3142|Sol:2787|Rae:2535
heuristic,College Regular,Beer,Cheap,Premium,19810,0.5062089853609288,0.3990913679959616,0.2679454820797577,Ace,0.27657748611812216,0.1337203432609793,Ace:5479|Mara:2695|Theo:2347|June:2232|Nico:2440|Sol:2140|Rae:2477
heuristic,Night Shift Nurse,Clean,Fresh,Strong,19925,0.4999749058971142,0.3392220828105395,0.28547051442910915,Rae,0.16521957340025095,0.022362430543108103,Ace:2827|Mara:3083|Theo:2633|June:2379|Nico:2863|Sol:2848|Rae:3292
heuristic,Whiskey Collector,Whiskey,Premium,Cheap,19948,0.5037096450772007,0.31376579105674757,0.16643272508522158,Theo,0.254411469821536,0.11155432696439316,Ace:2520|Mara:2292|Theo:5075|June:2927|Nico:2030|Sol:2887|Rae:2217
heuristic,Garden Club Host,Gin,Fresh,Creamy,19848,0.5039298669891172,0.49455864570737607,0.28133817009270456,Nico,0.26451027811366384,0.121653135256521,Ace:3194|Mara:3010|Theo:1795|June:1658|Nico:5250|Sol:2635|Rae:2306
heuristic,Beach Traveler,Rum,Fruity,Bitter,19620,0.5031600407747197,0.35606523955147806,0.12334352701325178,June,0.2587665647298675,0.11590942187272463,Ace:2185|Mara:2771|Theo:667|June:5077|Nico:3144|Sol:2699|Rae:3077
heuristic,Agave Hunter,Tequila,Strong,Sweet,19889,0.49534918799336314,0.4621650158379004,0.2362612499371512,Sol,0.2612499371511891,0.11839279429404626,Ace:2196|Mara:1512|Theo:3562|June:2980|Nico:1519|Sol:5196|Rae:2924
heuristic,Wine Critic,Wine,Savory,Cheap,19878,0.5004527618472684,0.4349029077371969,0.175621289868196,Rae,0.26023744843545626,0.11738030557831342,Ace:3279|Mara:1839|Theo:1629|June:3252|Nico:2885|Sol:1821|Rae:5173
heuristic,Dessert Date,Sweet,Creamy,Bitter,19845,0.4963970773494583,0.31373141849332326,0.1473418997228521,Theo,0.1945578231292517,0.05170068027210886,Ace:1422|Mara:3160|Theo:3861|June:3595|Nico:2615|Sol:3173|Rae:2019
heuristic,Punk Drummer,Strong,Beer,Clean,19581,0.4979316684541137,0.257851999387161,0.1811449874878709,Ace,0.22766967979163474,0.0848125369344919,Ace:4458|Mara:1434|Theo:3707|June:3018|Nico:1304|Sol:2553|Rae:3107
heuristic,Marathoner,Fresh,Clean,Creamy,19906,0.4969858334170602,0.33432131015774136,0.29458454737265144,Rae,0.16773837034060082,0.024881227483457974,Ace:3106|Mara:2889|Theo:2593|June:2450|Nico:2844|Sol:2685|Rae:3339
heuristic,Spice Blogger,Spicy,Tequila,Sweet,20021,0.5038709355177065,0.32066330353129213,0.2843514309974527,Sol,0.17361770141351582,0.03076055855637297,Ace:3106|Mara:2918|Theo:2350|June:2655|Nico:2780|Sol:3476|Rae:2736
heuristic,Citrus Fan,Sour,Vodka,Creamy,19786,0.4968159304558779,0.25583746083089054,0.15121803295259273,Mara,0.25452340038411,0.11166625752696713,Ace:1661|Mara:5036|Theo:2866|June:2429|Nico:2636|Sol:3690|Rae:1468
heuristic,Executive,Premium,Wine,Cheap,19843,0.4967494834450436,0.30600211661543114,0.18026508088494683,Rae,0.18480068538023484,0.04194354252309199,Ace:2688|Mara:2640|Theo:2357|June:3128|Nico:2265|Sol:3098|Rae:3667
heuristic,Budget Tourist,Cheap,Fruity,Premium,19690,0.49395632300660236,0.29014728288471303,0.11518537328593194,Ace,0.21838496698831894,0.07552782413117609,Ace:4300|Mara:3729|Theo:1286|June:1849|Nico:2631|Sol:2014|Rae:3881
heuristic,Hop Scholar,Bitter,Beer,Sweet,19851,0.5035514583648178,0.2685003274394237,0.14573573119742078,Ace,0.24890433731298173,0.10604719445583888,Ace:4941|Mara:1353|Theo:3791|June:2892|Nico:3087|Sol:2531|Rae:1256
heuristic,Cocktail Minimalist,Clean,Gin,Creamy,19789,0.499115670321896,0.2910707969073728,0.2448329880236495,Nico,0.19374399919147,0.05088685633432716,Ace:2645|Mara:3479|Theo:2217|June:1697|Nico:3834|Sol:2979|Rae:2938
heuristic,Brunch Organizer,Fruity,Wine,Strong,19746,0.5009115770282588,0.27539754887065737,0.13212802592930215,Rae,0.238529322394409,0.09567217953726614,Ace:2437|Mara:2927|Theo:1113|June:2388|Nico:3300|Sol:2871|Rae:4710
heuristic,Steakhouse Chef,Savory,Whiskey,Sweet,19426,0.505765468959127,0.3886543807268609,0.10990425203335735,Rae,0.1905693400597138,0.047712197202570944,Ace:3247|Mara:1666|Theo:3038|June:3172|Nico:2854|Sol:1747|Rae:3702
heuristic,Dance Floor DJ,Vodka,Strong,Bitter,19603,0.5004846197010662,0.4064683976942305,0.21216140386675508,Mara,0.2658266591848186,0.12296951632767578,Ace:2545|Mara:5211|Theo:2095|June:1752|Nico:2480|Sol:2752|Rae:2768
heuristic,Island Local,Rum,Sweet,Savory,19608,0.5064259485924113,0.371328029375765,0.1265809873521012,June,0.260046919624643,0.11718977676750014,Ace:1482|Mara:2910|Theo:3471|June:5099|Nico:2764|Sol:2976|Rae:906
heuristic,Desert Racer,Tequila,Spicy,Creamy,19674,0.4990342584121175,0.304005286164481,0.27793026329165393,Sol,0.2040256175663312,0.06116847470918835,Ace:2963|Mara:2876|Theo:2238|June:2418|Nico:2637|Sol:4014|Rae:2528
heuristic,Bookshop Owner,Wine,Bitter,Strong,19880,0.5031690140845071,0.48410462776659957,0.18898390342052312,Rae,0.2589034205231388,0.11604627766599596,Ace:2847|Mara:1437|Theo:3042|June:1319|Nico:3358|Sol:2730|Rae:5147
heuristic,Food Truck Cook,Spicy,Savory,Premium,19679,0.4962650541186036,0.4569846028761624,0.229940545759439,Ace,0.18639158493825905,0.043534442081116204,Ace:3668|Mara:3582|Theo:1291|June:2354|Nico:3101|Sol:2630|Rae:3053
heuristic,Pastry Chef,Creamy,Sweet,Sour,19709,0.4980465777056167,0.27703079811253745,0.13511593688162768,Theo,0.18483941346592928,0.041982270608786426,Ace:2293|Mara:3081|Theo:3643|June:3320|Nico:1940|Sol:3089|Rae:2343
heuristic,Rooftop Regular,Gin,Premium,Cheap,19926,0.5034628124059018,0.27321088025695073,0.2130884271805681,Nico,0.2171534678309746,0.07429632497383176,Ace:2919|Mara:2831|Theo:1867|June:2272|Nico:4327|Sol:2952|Rae:2758
heuristic,Night Cab Driver,Bitter,Clean,Fruity,19544,0.5025071633237822,0.37413016782644287,0.14879246827670897,Theo,0.21981170691772411,0.07695456406058127,Ace:3134|Mara:2055|Theo:4296|June:2883|Nico:3421|Sol:2609|Rae:1146
heuristic,Festival Vendor,Beer,Fresh,Premium,19876,0.5007546790098611,0.31550613805594685,0.2721372509559267,Ace,0.21543570134835982,0.07257855849121697,Ace:4282|Mara:2762|Theo:2542|June:2403|Nico:2705|Sol:2729|Rae:2453
heuristic,Quiet Celebrant,Premium,Clean,Spicy,20067,0.4961379379080082,0.23237155528977924,0.19908307170977227,Mara,0.20969751333034334,0.06684037047320049,Ace:2833|Mara:4208|Theo:2061|June:2270|Nico:3235|Sol:2875|Rae:2585
